,date,ticker,close,volume,category,alpha_1,alpha_2,alpha_3,alpha_4,alpha_6,alpha_7,alpha_8,alpha_9,alpha_10,alpha_12,alpha_13,alpha_14,alpha_15,alpha_16,alpha_17,alpha_18,alpha_19,alpha_20,alpha_21,alpha_22,alpha_23,alpha_24,alpha_26,alpha_28,alpha_29,alpha_30,alpha_31,alpha_33,alpha_34,alpha_35,alpha_37,alpha_38,alpha_39,alpha_40,alpha_43,alpha_44,alpha_45,alpha_46,alpha_49,alpha_51,alpha_52,alpha_53,alpha_54,alpha_55,alpha_60,alpha_68,alpha_85,alpha_88,alpha_92,alpha_95,alpha_99,alpha_101,frs_1,frs_2,frs_3
10,2021-05-12,XLB,42.78,85368548.0,ETF,-0.2272727272727273,-0.07396002616336243,-0.25000000000002337,-1.0,-0.8028174465838978,-1.0,-0.7272727272727273,1.1049999999999969,0.5454545454545454,-1.1049999999999969,-0.5,-0.2919336169395992,,-1.0,-0.09015777610818933,-0.45454545454545453,-2.0,-0.5785123966942148,-1.0,0.2505400697056482,0.7860000000000014,1.1550000000000011,0.3535533905932773,0.08161354245560062,0.5363636363636364,0.10522829284927199,1.7272727272727273,0.8181818181818182,0.18181818181818182,0.234619140625,,-0.24793388429752064,-2.0,-0.4716794131841208,0.85,-0.5293604567318487,-0.16528925619837162,1.0,1.1049999999999969,1.1049999999999969,-0.5694545454545453,20.753757225431745,-0.051137603512737086,0.12403473458922573,-0.08333333333333327,0.0,0.9493408561804829,0.09090909090909091,,1.0,-1.0,-0.8615948670944041,0.00888281370515731,0.17696731613207733,-0.01683517787161937
11,2021-05-19,XLB,43.18,87422320.0,ETF,0.31818181818181823,-0.3224574077934147,,-1.0,0.4453248586128169,-1.0,-0.18181818181818182,0.6700000000000017,0.9090909090909091,0.6700000000000017,-0.5454545454545454,0.08096815611142126,,-0.5909090909090909,-0.07888805409466565,-0.09090909090909091,2.0,-0.18407212622088653,-1.0,0.8280302340963906,1.0500000000000043,0.7749999999999986,0.7833494518006409,-0.08798569563465075,1.6181818181818182,0.09651802843123528,1.7272727272727273,0.9090909090909091,0.7272727272727273,0.4921875,,-0.05785123966942149,-1.4545454545454546,0.24148200706593892,1.0,-0.2673896242165636,0.4132231404958304,1.0,1.0,1.0,0.03272727272727203,0.3524194129948759,-0.7256085705022007,-0.7745966692415482,-0.03030303030303025,0.0,0.9296276382538695,0.5454545454545454,,0.0,-1.0,-0.08810572687225007,-0.02802188316337928,-0.3816789661604067,-0.06446519886671481
12,2021-05-26,XLB,43.33,57807182.0,ETF,-0.18181818181818182,-0.2761779513973184,,-1.0,0.4442355262759777,-1.0,-0.2727272727272727,-0.015000000000000568,0.6363636363636364,-0.015000000000000568,-0.5,0.20192523921635347,,-0.5,-0.1249060856498873,-0.45454545454545453,1.9090909090909092,-0.009015777610818933,-1.0,-0.191132293034938,0.0,-0.030000000000001137,0.7298004491997637,-0.014501393444950684,1.6636363636363636,0.08887129589772737,2.2727272727272725,0.5454545454545454,0.5909090909090909,0.3076171875,,-0.17355371900826444,-0.34710743801652894,0.11827216444268344,0.25,,-0.20661157025214402,1.0,-0.015000000000000568,1.0,-0.2509090909090901,0.2692213215426411,-0.6860465116279,,-0.22727272727272732,0.0,0.5379937170804832,0.5454545454545454,,1.0,0.0,0.0,-0.051375160939590936,-0.7376743043739419,-0.08657315469822949
13,2021-06-02,XLB,43.87,47457060.0,ETF,0.0,-0.3819352350831771,,-0.1111111111111111,0.3896516496955979,-1.0,-0.5454545454545454,0.37000000000000455,0.8181818181818182,-0.37000000000000455,-1.0,0.07084575449010871,-1.0,-1.0,-0.017092411720510896,-0.09090909090909091,-1.9090909090909092,-0.1081893313298272,-1.0,-0.15537092274374784,-0.48499999999999943,-0.19500000000000028,0.0800640769025424,0.1293636538642725,0.790909090909091,0.1490259684066724,0.2727272727272727,1.0,0.5,0.087890625,,-0.05371900826446281,-1.0413223140495866,0.11463601204937622,0.05,-0.27398429553376313,-0.2479338842977743,1.0,1.0,1.0,-0.13799999999999954,7.264418811003093,-0.12135431375110901,-0.6929023281557354,0.0681818181818182,0.0,0.8405473138985873,0.3333333333333333,,1.0,-1.0,-0.8625877632898651,-0.057901957643584856,-1.0316694301222609,-0.08644566198834164
14,2021-06-09,XLB,43.16,66261786.0,ETF,-0.2727272727272727,0.46743146704828625,-0.11111111111110811,-0.6666666666666666,0.3800809762880087,-1.0,-0.7272727272727273,0.3400000000000034,0.6818181818181818,0.3400000000000034,-0.5,0.24186971218327824,,-0.6363636363636364,-0.032118707738542446,-0.5454545454545454,1.9090909090909092,-0.06311044327573252,1.0,0.17287274802901922,0.0,0.7950000000000017,-0.10425720702853765,0.11120561920375745,1.1545454545454545,0.14124178201108395,2.5454545454545454,0.7272727272727273,0.45454545454545453,0.6591796875,,-0.04958677685950413,-0.8677685950413223,0.10713095238424543,0.85,0.8965559337697465,0.3719008264462033,0.3400000000000034,0.3400000000000034,0.3400000000000034,-0.07750000000000057,37.54237288136373,-0.026407497035771048,0.4075902041331364,-0.007575757575757576,0.0,0.45860326436318694,1.0,,1.0,0.0,-0.6521739130434838,-0.040193392653627535,-0.6133801207117614,-0.0731277950083564
15,2021-06-16,XLB,41.97,70977060.0,ETF,-0.09090909090909088,-0.17560983967156768,,-1.0,0.5459747796292188,-1.0,-0.2727272727272727,0.46999999999999886,0.5454545454545454,-0.46999999999999886,-0.6363636363636364,0.09926814175076706,,-0.7272727272727273,-0.013523666416228397,-0.7272727272727273,1.7272727272727273,-0.16829451540195342,1.0,0.006630309535644545,0.0,1.0900000000000034,-0.22116293423234357,0.04944142840187993,1.309090909090909,0.22918437736348,2.909090909090909,0.7272727272727273,0.4090909090909091,0.61798095703125,,-0.06611570247933884,-0.47107438016528924,0.36587109092956593,0.74375,0.09929309466013171,-0.37190082644637273,1.0,1.0,1.0,0.991999999999996,4.988187842120617,-0.1754602625355145,-0.24999999999997938,-0.02272727272727272,0.0,,0.3333333333333333,,1.0,0.0,-0.7986406117247239,-0.015132632559764714,-0.32111366123085244,-0.03850800901950803
16,2021-06-23,XLB,40.93,93362852.0,ETF,0.09090909090909094,0.12982269672237254,,-1.0,0.3414849172850903,-1.0,-0.6363636363636364,0.26500000000000057,0.7272727272727273,-0.26500000000000057,-0.13636363636363635,0.09313225016866097,,-0.13636363636363635,-0.045078888054094664,-0.5454545454545454,1.5454545454545454,-0.270473328324568,-1.0,-0.8064967478773657,0.0,-0.5600000000000023,0.9077307114796124,0.11768943173496808,1.2181818181818183,0.16059658998764656,0.6363636363636362,0.9090909090909091,0.5454545454545454,0.08544921875,,-0.04958677685950413,-0.4214876033057851,0.35111366323653787,0.1,-0.7694712978058044,-0.2644628099177494,1.0,1.0,1.0,0.300500000000001,-32.00000000016769,-0.010585097620669823,0.0,-0.05303030303030304,0.0,0.8564347902200344,0.5454545454545454,,0.0,0.0,-0.7762096774193437,-0.008917979562530043,-0.2523028291551342,-0.0264215071751482
17,2021-06-30,XLB,41.155,60476530.0,ETF,0.36363636363636365,0.6506072863941308,,-1.0,-0.19159805790073794,-1.0,-0.8181818181818182,-0.10999999999999943,0.45454545454545453,0.10999999999999943,-0.4090909090909091,-0.15676204737333105,,-0.5,-0.05259203606311044,-0.18181818181818182,-1.3636363636363638,-0.0075131480090157785,-1.0,-0.2284660743861827,0.0,-0.09000000000000341,-0.6811865761413322,-0.03364029114188507,1.1727272727272728,0.07555173605957728,0.5454545454545454,0.45454545454545453,0.2727272727272727,0.017578125,,-0.4049586776859504,-0.4958677685950414,-0.03230156113977727,0.025,-0.5538990522243574,0.09917355371769927,-0.10999999999999943,-0.10999999999999943,-0.10999999999999943,-0.06772727272727314,-1.3791304347826039,-0.7716591873014498,0.43000658178376316,-0.15151515151515152,0.0,0.7486352535912479,0.3333333333333333,,1.0,-1.0,0.773195876288648,0.0055885414202583306,0.10242275739791966,-0.023141109216455145
18,2021-07-07,XLB,41.25,51921958.0,ETF,-0.18181818181818182,0.805431889758333,,-1.0,-0.19498056223615148,-1.0,-0.6363636363636364,-0.42499999999999716,0.2727272727272727,-0.42499999999999716,-0.45454545454545453,-0.17725505657831953,,-0.5454545454545454,-0.1446280991735537,-0.2727272727272727,-1.4545454545454546,-0.05409466566491359,-1.0,-0.1677089718067679,0.0,0.13000000000000256,-0.7234780434144736,-0.10144748236272923,1.6181818181818182,0.09451261213296024,0.7272727272727273,0.18181818181818182,0.18181818181818182,0.008056640625,,-0.2892561983471074,-0.5289256198347108,-0.0378023049717905,0.275,-0.6564355702975617,-0.06611570247931615,-0.42499999999999716,-0.42499999999999716,-0.42499999999999716,0.1472727272727277,-97.93170731702344,-0.8899237175650868,0.5163977794943059,-0.1590909090909091,0.0,0.7932612126506068,0.3333333333333333,,1.0,-1.0,0.7566089334548761,0.006788161281519933,0.12292765307218466,-0.02201270679373241
19,2021-07-14,XLB,41.16,88119236.0,ETF,-0.04545454545454547,-0.08320176412250233,,-1.0,-0.27288110835649004,-1.0,-0.7272727272727273,0.08500000000000085,0.5454545454545454,-0.08500000000000085,-0.5909090909090909,-0.07442212046086091,,-0.6363636363636364,-0.020285499624342593,-0.36363636363636365,1.2727272727272727,-0.03606311044327573,-1.0,0.03852224299808639,0.125,0.3300000000000054,-0.15971914124998196,0.142134153602573,1.5,0.15478408295383964,2.4545454545454546,0.6363636363636364,0.5909090909090909,0.112060546875,,-0.12396694214876032,-0.4628099173553719,-0.036092957887083055,0.30624999999999997,-0.8269468505384152,-0.3636363636362985,0.08500000000000085,0.08500000000000085,0.08500000000000085,0.03354545454545427,3.5932971014493997,-0.20940923880030501,-0.39528470752104405,0.02272727272727272,0.0,0.9090909090909091,0.5454545454545454,,1.0,-1.0,-0.23136246786633144,0.05089834522355874,0.53192570217926,0.0031491575614726874
20,2021-07-21,XLB,40.565,89826714.0,ETF,-0.36363636363636365,0.6539371335330465,,-1.0,0.1838393284415889,-1.0,-0.45454545454545453,-0.4399999999999977,0.6363636363636364,0.4399999999999977,-0.9545454545454546,0.15041399599766367,,-1.0,-0.08264462809917356,-0.5454545454545454,1.1818181818181819,-0.10518407212622088,-1.0,0.17907761128257774,0.0,-0.01999999999999602,-0.22360679774997813,0.1156534983304788,1.6181818181818182,0.09505489900367782,2.6363636363636362,0.6363636363636364,1.0,0.0435791015625,,-0.08264462809917356,-0.32231404958677684,0.15379588359018087,0.48125000000000007,-0.7788208370278227,0.19834710743800274,1.0,-0.4399999999999977,1.0,0.2894545454545447,-0.007953603976788126,-0.6082981735878149,0.2738612787525815,-0.09090909090909091,0.0,0.30692055321254824,0.0,,1.0,0.0,0.4657933042212403,0.035868406013616516,0.3102234603856469,-0.023287014638352685
21,2021-07-28,XLB,41.385,60745598.0,ETF,0.4545454545454546,-0.26340122155233797,,-1.0,0.57652713179684,-1.0,-0.8181818181818182,0.11999999999999744,0.5454545454545454,0.11999999999999744,-0.9090909090909091,0.47170401692468733,,-0.9090909090909091,-0.3076634109691961,-0.8181818181818182,-1.2727272727272727,-0.11269722013523666,-1.0,-0.3970318443895192,-0.28249999999999886,-0.519999999999996,-0.7071067811865392,-0.07434806199287561,0.5181818181818182,0.0,2.090909090909091,0.2727272727272727,0.5909090909090909,0.0201416015625,1.1818181818181817,-0.7809917355371901,-0.5785123966942148,0.27355272161836736,0.0375,-0.5472483563030852,0.1652892561983285,-0.11999999999999744,-0.11999999999999744,-0.11999999999999744,-0.32909090909090694,-0.7666666666666573,-0.7213723854157283,-0.11572751247156056,-0.14393939393939398,0.0,0.6466300385008377,,,1.0,-1.0,0.19143117593436096,0.032015807952199715,0.2821018005223236,-0.026311396966561006
22,2021-08-04,XLB,41.53,64428976.0,ETF,-0.2272727272727273,0.24455867118591834,,-1.0,-0.38601857775071374,-1.0,-0.8181818181818182,0.3999999999999986,0.5454545454545454,-0.3999999999999986,-0.5,-0.07018519595467523,,-0.5909090909090909,-0.04057099924868519,-0.7272727272727273,-1.4545454545454546,-0.28399699474079637,-1.0,0.0529872993191969,0.4750000000000014,0.4799999999999969,-0.24397501823713266,-0.15628622870555633,1.2090909090909092,0.1545835183727417,2.2727272727272725,0.6363636363636364,0.7272727272727273,0.0555419921875,1.5909090909090908,-0.24793388429752064,-1.322314049586777,-0.3825150467179492,0.08750000000000001,-0.45053429493721725,-0.13223140495857968,0.3999999999999986,0.3999999999999986,0.3999999999999986,-0.0854545454545459,22.149253731339556,-0.043718466737478104,1.128656436093873e-14,0.0,0.0,0.6281782608834262,,,0.0,0.0,-0.4777070063694309,0.02805081554823352,0.24676193158163964,-0.030817605025703153
23,2021-08-11,XLB,43.255,71355550.0,ETF,0.2272727272727273,0.007684808431929285,,-1.0,-0.590040901460737,-1.0,-0.7272727272727273,-0.6000000000000014,0.18181818181818182,-0.6000000000000014,-0.13636363636363635,-0.21456032780390435,,-0.18181818181818182,-0.2873779113448535,-0.7272727272727273,-1.7272727272727273,-0.9090909090909091,-1.0,-0.06159797057637387,-1.1644999999999968,-1.1850000000000023,-0.49009802940980274,-0.10240086322863211,0.7636363636363637,0.10193892006232383,-0.5454545454545454,0.45454545454545453,0.5,0.0,1.1818181818181817,-0.4917355371900826,-1.5702479338842974,-0.5038420889257353,0.10625,-0.347238993777185,-0.2644628099169306,-0.6000000000000014,-0.6000000000000014,-0.6000000000000014,-0.06681818181818111,-0.5020674427940568,-0.9023752213917763,-0.45485882614732026,-0.14393939393939395,0.0,0.5763543890573053,0.3333333333333333,,0.0,-1.0,0.5440158259149468,-0.029014048448649965,-0.36834288103490775,-0.06805430991486967
24,2021-08-18,XLB,42.02,59339982.0,ETF,-0.13636363636363635,0.019311281711542286,,-1.0,0.4233311105417247,-1.0,-0.2727272727272727,0.49499999999999744,0.5454545454545454,-0.49499999999999744,-0.5909090909090909,0.1924232320644203,,-0.5909090909090909,-0.2634297520661157,-0.7272727272727273,0.0,-0.1446280991735537,-1.0,1.084990043413935,0.4450000000000003,1.2049999999999983,1.2929865381496224e-15,0.1118544011702012,0.9727272727272727,0.1897482090527463,0.18181818181818166,0.5454545454545454,0.7272727272727273,0.22216796875,1.2727272727272727,-0.3719008264462809,-0.9297520661157025,0.12062286961109438,0.8,0.1359243705698751,-0.06611570247908644,1.0,0.49499999999999744,0.49499999999999744,-0.08218181818181786,10.49999999999405,-0.0416692616077945,-0.14852213144650278,-0.04545454545454544,0.0,0.9411507666697588,0.5454545454545454,,0.0,0.0,-0.551118210862618,-0.0010715320011583929,-0.015063366941335588,-0.027777720604332708
25,2021-08-25,XLB,42.71,58889950.0,ETF,0.2727272727272727,-0.4826170890658391,,-1.0,0.5083105145670568,-1.0,-0.36363636363636365,-0.19500000000000028,0.6363636363636364,0.19500000000000028,-0.5,0.36968037423058675,,-0.5,-0.08264462809917356,-0.8181818181818182,1.4545454545454546,-0.011269722013523666,-1.0,-0.04504642630141845,-0.48750000000000426,-0.8200000000000003,0.5897678246195901,-0.13362048225751336,1.6363636363636362,0.05269022736278479,2.3636363636363638,0.2727272727272727,0.7272727272727273,0.018310546875,1.1818181818181819,-0.4090909090909091,-0.5289256198347108,0.25572874737098633,0.175,-0.4313764326808117,0.3636363636366157,1.0,1.0,1.0,0.06272727272727226,-0.003964456596017962,-0.7447318361708359,-0.7899531467283171,-0.18181818181818182,0.0,0.847631097300519,0.5454545454545454,,1.0,-1.0,0.5032467532467553,-0.05869305068809305,-0.7543407943923401,-0.09808843286448937
26,2021-09-01,XLB,42.695,55538780.0,ETF,-0.2727272727272727,-0.754944299281937,,-1.0,0.5490012985520082,-1.0,-0.6363636363636364,0.10999999999999943,0.45454545454545453,0.10999999999999943,-1.0,0.1497276268778204,,-1.0,-0.15965439519158525,-0.7272727272727273,-1.4545454545454546,-0.009015777610818933,-1.0,-0.017941147581151,0.36549999999999727,0.28000000000000114,0.7717436331412926,-0.06672043764292158,1.0818181818181818,0.17507989478414013,0.4545454545454546,0.5454545454545454,0.9090909090909091,0.22601318359375,1.3636363636363635,-0.24793388429752064,-0.793388429752066,0.1676104695910605,0.375,-0.21290249263269967,0.03305785123972004,0.10999999999999943,0.10999999999999943,0.10999999999999943,-0.4113636363636369,-0.3641141141140861,-0.6910566782417239,0.2592814894208631,-0.12878787878787878,0.0,0.7334805498992343,0.5454545454545454,,1.0,-1.0,-0.12025901942645349,-0.05471481117810795,-0.6630638634707063,-0.09634751384653725
27,2021-09-08,XLB,42.0,59796538.0,ETF,-0.04545454545454547,-0.30657751029873637,,-1.0,-0.10774842113707273,-1.0,-0.45454545454545453,0.40500000000000114,0.9090909090909091,-0.40500000000000114,-0.5,-0.019590622024922313,,-0.5909090909090909,-0.016904583020285496,-0.18181818181818182,1.2727272727272727,-0.09015777610818933,1.0,-0.41596671866670204,0.0,0.9699999999999989,-0.7669649888473711,-0.04296563087473567,1.6636363636363636,0.2414679973091987,0.6363636363636362,0.9090909090909091,0.9545454545454546,0.377685546875,1.6363636363636362,-0.024793388429752063,-0.3471074380165289,0.009389844748183884,0.6,-0.5426433615361511,-0.2975206611565779,1.0,0.40500000000000114,0.40500000000000114,0.09672727272727338,1.912159709618829,-0.32236173944390917,0.46401183245259325,-0.0303030303030303,0.0,0.6504650885509851,0.3333333333333333,,1.0,-1.0,-0.6008583690987105,-0.036442208929536424,-0.407804506063769,-0.08081969973486372
